trade_number,timestamp,symbol,action,signal,quantity,price,commission,pnl,return_pct
91,2025-06-04T09:30:00-04:00,XLV,BUY,Breakout > $133.52 | ADX=27.8 | RSI=68.5 | Vol spike 1.5x | SPY bullish | SL=$133.98 | TP=$134.61,743,134.19,1.0,,
92,2025-06-04T09:40:00-04:00,XLV,SELL,Stop loss hit at $133.91 (SL: $133.98),743,133.91,1.0,-209.04000000000084,-0.20966023788172636
93,2025-06-11T12:45:00-04:00,XLV,BUY,Breakout > $136.33 | ADX=24.2 | RSI=61.7 | Vol spike 1.5x | SPY bullish | SL=$136.22 | TP=$136.68,731,136.37,1.0,,
94,2025-06-11T13:00:00-04:00,XLV,SELL,Price $136.31 < 5-SMA $136.32,731,136.31,1.0,-44.86000000000166,-0.045000640501761814
95,2025-06-12T15:55:00-04:00,XLV,BUY,Breakout > $136.72 | ADX=28.2 | RSI=65.3 | Vol spike 1.5x | SPY bullish | SL=$136.71 | TP=$137.06,729,136.83,1.0,,
96,2025-06-13T09:35:00-04:00,XLV,SELL,Stop loss hit at $136.64 (SL: $136.71),729,136.64,1.0,-139.51000000001906,-0.1398595509757728
97,2025-06-24T14:55:00-04:00,XLV,BUY,Breakout > $133.69 | ADX=49.5 | RSI=77.4 | Vol spike 1.5x | SPY bullish | SL=$133.63 | TP=$133.88,746,133.71,1.0,,
98,2025-06-24T15:15:00-04:00,XLV,SELL,Price $133.69 < 5-SMA $133.71,746,133.69,1.0,-15.920000000007633,-0.01596011415091454
99,2025-06-24T15:30:00-04:00,XLV,BUY,Breakout > $133.91 | ADX=50.6 | RSI=77.9 | Vol spike 1.5x | SPY bullish | SL=$133.85 | TP=$134.13,745,133.94,1.0,,
100,2025-06-24T15:50:00-04:00,XLV,SELL,Stop loss hit at $133.71 (SL: $133.85),745,133.71,1.0,-172.34999999999238,-0.17271910071822721
101,2025-06-25T15:15:00-04:00,XLV,BUY,Breakout > $134.03 | ADX=33.8 | RSI=76.2 | Vol spike 1.5x | SPY bullish | SL=$134.01 | TP=$134.37,743,134.13,1.0,,
102,2025-06-25T15:30:00-04:00,XLV,SELL,Price $134.11 < 5-SMA $134.13,743,134.11,1.0,-15.859999999986485,-0.015914173437786054
103,2025-06-26T11:00:00-04:00,XLV,BUY,Breakout > $135.03 | ADX=32.0 | RSI=66.2 | Vol spike 1.5x | SPY bullish | SL=$134.94 | TP=$135.54,738,135.14,1.0,,
104,2025-06-26T11:05:00-04:00,XLV,SELL,Price $134.99 < 5-SMA $135.00,738,134.99,1.0,-111.69999999998322,-0.11199755510438456
105,2025-06-30T15:45:00-04:00,XLV,BUY,Breakout > $134.66 | ADX=30.6 | RSI=74.2 | Vol spike 1.5x | SPY bullish | SL=$134.60 | TP=$134.97,740,134.72,1.0,,
106,2025-07-01T09:40:00-04:00,XLV,SELL,Take profit hit at $135.03 (TP: $134.97),740,135.03,1.0,228.40000000000168,0.22910150882000851
107,2025-07-01T10:30:00-04:00,XLV,BUY,Breakout > $135.98 | ADX=38.0 | RSI=80.4 | Vol spike 1.5x | SPY bullish | SL=$135.95 | TP=$136.81,732,136.24,1.0,,
108,2025-07-01T10:45:00-04:00,XLV,SELL,Take profit hit at $136.83 (TP: $136.81),732,136.83,1.0,430.8800000000025,0.4320522441488271
109,2025-07-08T09:45:00-04:00,XLV,BUY,Breakout > $135.20 | ADX=40.5 | RSI=87.7 | Vol spike 1.5x | SPY bullish | SL=$135.02 | TP=$135.77,737,135.27,1.0,,
110,2025-07-08T09:55:00-04:00,XLV,SELL,Price $135.07 < 5-SMA $135.15,737,135.07,1.0,-148.40000000001257,-0.1488540196453328
111,2025-07-08T10:20:00-04:00,XLV,BUY,Breakout > $135.52 | ADX=52.3 | RSI=83.7 | Vol spike 1.5x | SPY bullish | SL=$135.41 | TP=$136.40,735,135.74,1.0,,
112,2025-07-08T10:55:00-04:00,XLV,SELL,Price $135.97 < 5-SMA $135.99,735,135.97,1.0,168.04999999999248,0.16843757485974473
113,2025-07-09T15:10:00-04:00,XLV,BUY,Breakout > $135.27 | ADX=20.2 | RSI=61.2 | Vol spike 1.5x | SPY bullish | SL=$135.17 | TP=$135.51,737,135.28,1.0,,
114,2025-07-09T15:40:00-04:00,XLV,SELL,Price $135.40 < 5-SMA $135.44,737,135.4,1.0,87.44000000000335,0.0877010333556832
115,2025-07-10T09:45:00-04:00,XLV,BUY,Breakout > $135.60 | ADX=31.8 | RSI=72.6 | Vol spike 1.5x | SPY bullish | SL=$135.46 | TP=$136.03,736,135.65,1.0,,
116,2025-07-10T10:00:00-04:00,XLV,SELL,Take profit hit at $136.14 (TP: $136.03),736,136.14,1.0,359.6399999999858,0.36021851092853696
117,2025-07-10T10:05:00-04:00,XLV,BUY,Breakout > $136.30 | ADX=27.0 | RSI=78.8 | Vol spike 1.5x | SPY bullish | SL=$136.09 | TP=$136.80,732,136.33,1.0,,
118,2025-07-10T10:30:00-04:00,XLV,SELL,Take profit hit at $136.98 (TP: $136.80),732,136.98,1.0,474.79999999998336,0.475777437166899
119,2025-07-11T15:45:00-04:00,XLV,BUY,Breakout > $135.21 | ADX=30.8 | RSI=69.9 | Vol spike 1.5x | SPY bullish | SL=$135.14 | TP=$135.49,738,135.26,1.0,,
120,2025-07-11T15:50:00-04:00,XLV,SELL,Stop loss hit at $135.13 (SL: $135.14),738,135.13,1.0,-96.93999999999664,-0.09711200478286806
